id	sample1_sample2	sample1_sample3	sample2_sample3
chr10_100227667_100227709	0.19892611694951864	0.17512680621292145	0.02849152161736604
chr10_100992192_100992223	0.14617785097801772	0.19261120760552786	0.1715471175232086
chr10_100992648_100992664	0.0629162031725425	0.18136290767932994	0.18209452527249048
chr10_101089533_101089567	0.11152789703132657	0.09485035938665515	0.19485869022892166
chr10_101089646_101089665	0.1425504454887885	0.17737532301580594	0.09621829384230231
chr10_101089669_101089679	0.0977300737562561	0.12542386830808602	0.08635707402334289
chr10_101089809_101089826	0.12874035013229987	0.08800773245238991	0.09946350796190924
chr10_101090143_101090162	0.1622600126601609	0.20144751379760564	0.15425306495881233
chr10_101090187_101090207	0.11777554863941946	0.1134480157672332	0.0950556537260201
chr10_101190142_101190229	0.14103454675928914	0.05199235019127402	0.09746165575199152
chr10_101190290_101190326	0.09746165575199152	0.09746165575199152	0
chr10_101190528_101190597	0.08003755363586587	0.11592724900343501	0.08413252384579514
chr10_101190777_101190817	0	0.08662079464369363	0.08662079464369363
chr10_101190865_101190891	0.07874323205055259	0	0.07874323205055259
chr10_101280220_101280268	0.15713893646304775	0.09590658958802317	0.11779316032011428
chr10_101280269_101280310	0.1157098124475326	0.18741820601011197	0.2312263848205361
chr10_101281859_101281892	0.10175656563622834	0.09489442911338221	0.025899556698305428
chr10_101287542_101287573	0.21606450932907234	0.1396247798658663	0.30850883080464847
chr10_101291046_101291101	0.22651433229974127	0.16244660154187393	0.11911157098880193
chr10_101291107_101291145	0.15625088916117397	0.2440801486785421	0.14415276489868273
chr10_101295349_101295392	0.07823714546345564	0.11551577059895012	0.09025026181766786
chr10_101296718_101296739	0.15902717799361638	0.05233333466365255	0.19960280287653395
chr10_101300500_101300536	0.0154104890306497	0.17761223665469883	0.1691202329567718
chr10_101419082_101419126	0	0.12571361560472408	0.12571361560472408
chr10_101419129_101419156	0	0	0
chr10_101491955_101491970	0	0.08184706449108912	0.08184706449108912
chr10_101491984_101492002	0.044324828364958116	0.08191466755948197	0.09461558476490876
chr10_101492003_101492014	0.023075316453093075	0.037067361048494986	0.014052055859278644
chr10_101492081_101492099	0	0	0
chr10_101492133_101492146	0	0	0
chr10_101524071_101524104	0.35516138031718963	0.06483987526983424	0.29991341274598965
chr10_101769283_101769334	0.12014602293469452	0.12014602293469452	0
chr10_101769916_101769934	0.0859780821861544	0	0.0859780821861544
chr10_101769938_101769949	0.08354325349154712	0.07923607159808974	0.005170082217220108
chr10_101769953_101769972	0	0	0
chr10_101945697_101945712	0	0	0
chr10_101945719_101945741	0	0	0
chr10_102046116_102046158	0	0	0
chr10_102106319_102106353	0.07973828239225846	0.07973828239225846	0
chr10_102106358_102106375	0.11450013829950992	0.08078188115308108	0.08025016523890416
chr10_102106658_102106722	0.07805273252828505	0.10219776945412475	0.04416243654829106
chr10_102107096_102107116	0.08354325349154712	0.0036941423410906515	0.08662079464369363
chr10_102107122_102107149	0	0	0
chr10_102107318_102107332	0.18981514627756516	0.21330974219282117	0.15617376963128463
chr10_102107351_102107407	0.09313841508032583	0.10084606645984869	0.1424585834571342
chr10_102242426_102242476	0.003288001758384318	0.04638879505194419	0.04314742837728964
chr10_102242520_102242534	0	0.07973828239225846	0.07973828239225846
chr10_102279240_102279284	0.1219620310279091	0.06854586888455488	0.15439964690631974
chr10_102289270_102289311	0	0.15201502887605745	0.15201502887605745
chr10_102295784_102295829	0	0	0
chr10_102440827_102440850	0.10931786607948257	0.08021795706999753	0.07772474700885805
chr10_102489373_102489408	0.15601565063849665	0.18862961435683145	0.15406045798080095
chr10_102490212_102490266	0.09708040710412193	0.1919069678414678	0.12903824359941984
chr10_102490920_102490949	0.0993677153626102	0.0993677153626102	0
chr10_102495286_102495309	0.13460318341409028	0.38531236208110264	0.27095683831203643
chr10_102495311_102495335	0.11406618868538645	0.1654750406122701	0.16559229538520806
chr10_102495388_102495402	0.1554935009559633	0.11388428105395827	0.16364956767251004
chr10_102495406_102495443	0.06747917182820887	0.15456193292583245	0.12070469448186251
chr10_102495444_102495454	0.1048057796137834	0.16074990431896757	0.07909404464823235
chr10_102499514_102499555	0.11410379941405512	0.0770773198031175	0.07457760630386599
chr10_102503973_102504010	0.1637953033449309	0.08732140496688923	0.0993739851779664
chr10_102504022_102504040	0.101613062152297	0.1295706355284295	0.13257854617977263
chr10_102504332_102504351	0.13570825898086986	0.005251238516238461	0.13619836461786364
chr10_102504422_102504481	0.238362518385678	0.1240311061023329	0.2029842210155223
chr10_102505365_102505407	0.1369828706389252	0.1324925148859999	0.15286361014923142
chr10_102505850_102505875	0.09272781325999441	0.10274997238536118	0.09690297400025487
chr10_102505880_102505890	0.1284827968989947	0.0818514600300938	0.08521631704397949
chr10_102507582_102507610	0.15982403968368095	0.18611097525397907	0.09459060375247019
chr10_102507833_102507850	0.23166590414906088	0.11450204333536583	0.2273158313492058
chr10_102509561_102509583	0.17677159450805388	0.241274530705963	0.11340118597484122
chr10_102589444_102589477	0.06414649345519427	0.2562970507945469	0.2810673309656183
chr10_102589479_102589495	0.21901982456565428	0.22198852267348396	0.1654156860825934
chr10_102729552_102729571	0.10017096663238143	0.002174514839011241	0.0994973405057603
chr10_102729582_102729618	0.09970929513099831	0.050853637572180165	0.12349545176538389
chr10_102778702_102778718	0.10432130866294427	0.1684356324195118	0.11765655952208966
chr10_102792136_102792147	0.08863901336802452	0	0.08863901336802452
chr10_102802634_102802659	0	0.11137992477560377	0.11137992477560377
chr10_102802665_102802705	0.01936151537206019	0.10561908626353969	0.09100678862046689
chr10_102821227_102821253	0	0	0
chr10_102822518_102822538	0.10339101649181251	0.10496761260419193	0.08313461523289695
chr10_102822540_102822567	0.12473180543575732	0.07640994207335987	0.05744563428030582
chr10_102822568_102822578	0.14442618688952086	0.0424447801665881	0.10892996526823712
chr10_102826120_102826138	0.15941772435544413	0.20430727858435974	0.05145599266463746
chr10_102826183_102826221	0.1560886064894951	0.12243853552173227	0.10966969639254927
chr10_102826233_102826252	0.1310624054492327	0.047595324226472904	0.1332714457093399
chr10_102826270_102826323	0.05659931578485465	0.00740603555804932	0.04931377413379416
chr10_102881103_102881186	0.0908170460971262	0.1586898894707653	0.08319446991783286
chr10_102883308_102883322	0.09157565088042402	0.1601943352444086	0.10131171364601653
chr10_102883323_102883367	0.1833036486351137	0.15849311600158222	0.09871991940029087
chr10_102883369_102883383	0.2242993231913866	0.1742290200862159	0.10575543850347613
chr10_102891381_102891414	0.10831283308449734	0.15610000388855097	0.23362203355627598
chr10_102891424_102891458	0.21283395998754692	0.22497956430093075	0.10712066225824247
chr10_102892022_102892092	0.13125722238493853	0.14193523920498174	0.14796586135901293
chr10_102892725_102892797	0.06238842309369888	0.2653256160923616	0.2723106460135359
chr10_102893949_102893977	0.22525478550610847	0.18164732584254026	0.19748257877194733
chr10_102893980_102894019	0.1602003672009	0.13935094366535988	0.1559848502974124
chr10_102899867_102899889	0.1391954538151196	0.18121035857488432	0.10561440397314666
chr10_102900103_102900119	0.0046948954521727655	0.12280332683151893	0.12344774387990326
chr10_102900120_102900142	0.04379112805394596	0.17935215479767547	0.20146157363016437
chr10_102906307_102906352	0.12698637637034377	0.10467350255637918	0.03563322010721602
chr10_102973630_102973679	0.07778452744826282	0	0.07778452744826282
chr10_102977697_102977771	0.02948469849406241	0.201541989584897	0.21636327148578108
chr10_102982592_102982617	0.1331469499751292	0.12064712033774862	0.03829990604190304
chr10_102982622_102982633	0.08923355289168902	0.14042178130170896	0.09855620347801135
chr10_102982634_102982674	0.1577315988373795	0.08300942259408547	0.13580431601705367
chr10_102987021_102987039	0.16850651782468618	0.149983044060794	0.25206794015757344
chr10_102987041_102987067	0.1457131198707104	0.25163278469516304	0.31541181019170655
chr10_102996464_102996491	0.06293456798798096	0.13429026589856707	0.12517758662172512
chr10_103051129_103051142	0.09046854727827656	0.19200848001918142	0.16394773656637118
chr10_103051211_103051245	0.11992681610102986	0.11934829649412376	0.12237736016134461
chr10_103114012_103114034	0	0	0
chr10_103114036_103114057	0.08077203463766199	0	0.08077203463766199
chr10_103329364_103329394	0.03963590437147265	0.0842206972548763	0.0966909445025799
chr10_103347780_103347799	0	0	0
chr10_103348030_103348073	0.06410511626782553	0.031539642250383707	0.03258872296299274
chr10_1034327_1034364	0.07640994207335987	0	0.07640994207335987
chr10_103453901_103453991	0.07197248922207126	0.08205527403561906	0.11660496575411776
chr10_103454386_103454414	0.07973828239225846	0.001775304501927603	0.07825947588038154
chr10_103534420_103534457	0.17577573342005703	0.07830932384276044	0.1912428116477558
chr10_103534479_103534499	0.16661891216050348	0.12875494037304153	0.10875580294511077
chr10_103536258_103536288	0.013122283810411898	0.1324687934738764	0.12819463125551186
chr10_103538828_103538854	0.08628844987869154	0.03394046324916353	0.09488699444345426
chr10_103546725_103546774	0.018183027194919942	0.06597483138437588	0.08187928114483053
chr10_103599581_103599609	0	0.08025016523890416	0.08025016523890416
chr10_103601076_103601092	0.13813866157534102	0.1273974494617812	0.06311005321555849
chr10_103601093_103601152	0.25534110319677167	0.1838420515125547	0.13400945000612957
chr10_103601154_103601167	0.24549150140850914	0.14049034064163635	0.15145510176120527
chr10_103824917_103824956	0	0	0
chr10_103825210_103825221	0	0	0
chr10_103825225_103825243	0.07386613219588728	0	0.07386613219588728
chr10_103825253_103825280	0.08934376457044957	0.08934376457044957	0
chr10_103825282_103825291	0	0	0
chr10_103825675_103825703	0	0	0
chr10_103880326_103880346	0.16264794818192688	0.06669748192054534	0.11279685258071202
chr10_103880348_103880360	0.08240093002615631	0	0.08240093002615631
chr10_103880362_103880370	0.08354325349154712	0.10958206015490345	0.13735827596036265
chr10_103880373_103880395	0.08473444211492175	0.11184339012829315	0.13985656752117512
chr10_103912203_103912235	0	0.12988628453423612	0.12988628453423612
chr10_103986143_103986152	0.15335543711198057	0.14512914401205815	0.22782920346341043
chr10_103990319_103990340	0.11791740420656405	0.12609647691996642	0.17466933880733543
chr10_103990357_103990404	0.08184706449108912	0.08184706449108912	0
chr10_103990562_103990577	0.005166737528584599	0.21523856731063423	0.21945266651407
chr10_103990594_103990622	0.17661114504767259	0.16839927416404368	0.11085403614690278
chr10_103991014_103991037	0.14275727398569762	0.09410640492036992	0.18827356898206468
chr10_103991040_103991061	0.012948811272620663	0.09095470827484535	0.0877306490161348
chr10_103991525_103991592	0.04318170101111761	0.09096890278439519	0.11947908985951157
chr10_103991711_103991745	0.08662079464369363	0.13973671277337044	0.1102460085358838
chr10_104000503_104000532	0.16288163657628638	0.19663418077262743	0.11965118979485419
chr10_104001436_104001475	0.11682059367883214	0.09006559789486684	0.08283714251501216
chr10_104001489_104001508	0.11844278383472982	0.11146034206501483	0.013768945464818284
chr10_104154068_104154097	0	0	0
chr10_104154103_104154141	0	0.077318122684784	0.077318122684784
chr10_104154464_104154482	0.1248184149280346	0.10067459939533988	0.1089441332190314
chr10_104154484_104154503	0.01667048879333447	0.07923607159808974	0.09313841508032583
chr10_104154508_104154532	0.12135979311143805	0.07923607159808974	0.09234081302387864
chr10_104154535_104154572	0.029661017924754104	0.01562576646999643	0.014082319505658941
chr10_104154575_104154606	0	0	0
chr10_104178766_104178807	0.20073037533708968	0.13226878193673372	0.1388007151964717
chr10_104181082_104181136	0.08240093002615631	0.07973828239225846	0.11439407479781974
chr10_104181586_104181624	0.08727813964481348	0	0.08727813964481348
chr10_104181668_104181686	0	0.11762600574972763	0.11762600574972763
chr10_104181695_104181722	0	0	0
chr10_104181744_104181774	0.08354325349154712	0.08354325349154712	0
chr10_104181777_104181807	7.073823029442331e-4	0.08354325349154712	0.08413252384579421
chr10_104196541_104196620	0.1881449340360698	0.12185069056180574	0.16242897696259184
chr10_104210461_104210473	0	0	0
chr10_104210474_104210506	0	0	0
chr10_104210635_104210647	0	0.11161093572431761	0.11161093572431761
chr10_104210653_104210665	0	0.07825947588038154	0.07825947588038154
chr10_104210672_104210701	0	0	0
chr10_104221228_104221248	0.0429160492507863	0.23405788671092845	0.19181768167019594
chr10_104221263_104221309	0.09479765641977432	0.09479765641977432	0
chr10_104262347_104262369	0	0	0
chr10_104403990_104404014	0.08413252384579421	0.08413252384579421	0
chr10_104404017_104404032	0.07923607159808974	0.07923607159808974	0
chr10_104404491_104404516	0	0	0
chr10_104416838_104416887	0.1366991983398692	0.12507713902784484	0.07647928735804022
chr10_104614001_104614024	0.06896509825841972	0.07496444757139664	0.14365047854187654
chr10_104614029_104614061	0	0.07119689863385113	0.07119689863385113
chr10_104614075_104614092	0.11184339012829315	0.09182032341107338	0.1441820661798975
chr10_104614108_104614145	0	0.13370021574228688	0.13370021574228688
chr10_104678349_104678377	0.06778832504736067	0.12052481653823205	0.09971457146315042
chr10_104678386_104678421	0.1147511582591374	0.12807311217221096	0.05742216382817532
chr10_104678547_104678579	0.07686000847344157	0	0.07686000847344157
chr10_104678586_104678607	0	0	0
chr10_104678756_104678779	0.09404915872573892	0.09325010961944728	0.002502434303783661
chr10_104678815_104678832	0.08863901336802452	0.13424151071523008	0.10139016899316416
chr10_104679162_104679240	0.17126851383918085	0.30943976187033195	0.26179997075877537
chr10_104953021_104953039	0	0	0
chr10_104953046_104953060	0	0	0
chr10_104953143_104953159	0.09156335762804158	0.08934376457044957	0.0026641781569604708
chr10_104953164_104953181	0	0	0
chr10_105036730_105036746	0.1652802902428827	0.04610879152925579	0.12671898305124557
chr10_105036747_105036770	0.04559562594748755	0.09395704924395364	0.13213471893085046
chr10_105036879_105036893	0.20215272373047746	0.19298807503675078	0.14753671652522446
chr10_105037884_105037908	0.18390571397096153	0.1877597904754751	0.24147559377637137
chr10_105037914_105037933	0.09921666181852265	0.16912765282060307	0.14637634528050433
chr10_105037940_105037959	0.13528605710651345	0.25200564578438367	0.15835209547445517
chr10_105041586_105041615	0.08183834772584002	0.06705571551870664	0.10230172483778163
chr10_105128247_105128266	0	0	0
chr10_105156390_105156443	0.017269163664255217	0.03384638187159563	0.016580855406709047
chr10_105233072_105233107	0.1477045905236847	0.16393362376342166	0.04628779519980178
chr10_105253358_105253383	0.12102272119641269	0.14343226316376123	0.026847961329236263
chr10_105253385_105253405	0.11231268990696441	0.08890526855990033	0.16379530334493117
chr10_105253410_105253418	0.08473444211492175	0.11525819139381172	0.08137756858315777
chr10_105344246_105344278	0.13657684077239002	0.17609001230554974	0.23629530641684574
chr10_105344549_105344560	0.174466505018085	0.12239836144262234	0.12878111044786678
chr10_105344567_105344585	0.17062656111117616	0.1759259309472763	0.17430200676444074
chr10_105344586_105344602	0.14640292260793875	0.1755148768085518	0.0938730240152932
chr10_105344603_105344613	0.21456151713606614	0.18731726572836013	0.08743407381440452
chr10_105344636_105344649	0.1626101460430194	0.20041353906290899	0.17779992834611621
chr10_105344660_105344678	0.14986674417750623	0.17530470105296403	0.10189618781695495
chr10_105344747_105344806	0.12492928768586166	0.14738320151604622	0.20683410565305987
chr10_105344945_105344974	0.2533677014072722	0.23967867212447513	0.17769279129253354
chr10_105382271_105382299	0.14824323702577755	0.10434539860322407	0.13762310667532013
chr10_105420220_105420296	0.18578868171837296	0.12489640773969246	0.13448680088070247
chr10_105452857_105452866	0.11024600853588377	0.15201502887605745	0.08897725785118316
chr10_105452885_105452907	0.07778452744826282	0.08863901336802452	0.11763900673969031
chr10_105615251_105615270	0	0	0
chr10_105615271_105615281	0.0457058776540505	0.05832309430073765	0.01288706528323991
chr10_105615282_105615296	0.05813099720228294	0.1567746870328629	0.19843784299395179
chr10_105992037_105992062	0	0.0859780821861544	0.0859780821861544
chr10_105992073_105992082	0	0.08534946732913283	0.08534946732913283
chr10_106014984_106015044	0	0	0
chr10_106028898_106028929	0	0	0
chr10_106034646_106034730	0.1854041055393889	0.19367110520250133	0.26029670539457295
chr10_106098141_106098151	0	0	0
chr10_106401030_106401045	0.2578302313915883	0.11993343322670452	0.22781387210026413
chr10_106401055_106401071	0.20439315737840041	0.16581893707881112	0.225867478925179
chr10_106401077_106401097	0.27114991826984924	0.17191060649770412	0.2340286506011971
chr10_106401098_106401113	0.20667639948703398	0.1726452164507494	0.21942282247500017
chr10_106402644_106402669	0.19631633614064894	0.1282161892274528	0.18531939529201127
