id	0	1	2	3	4
chr10_1000256_1000305	0	0	0	0.08064516129032258	0.9193548387096774
chr10_100227667_100227709	1	0	0	0	0
chr10_100227715_100227729	0.98	0.02	0	0	0
chr10_100992192_100992223	0.9019607843137255	0.09803921568627451	0	0	0
chr10_100992648_100992664	0.8360655737704918	0.13114754098360656	0.01639344262295082	0	0.01639344262295082
chr10_100993526_100993559	0.6329113924050633	0.34177215189873417	0.012658227848101266	0	0.012658227848101266
chr10_100993583_100993592	0.9625	0.025	0.0125	0	0
chr10_101089533_101089567	0.9272727272727272	0.05454545454545454	0	0	0.01818181818181818
chr10_101089646_101089665	0.9642857142857143	0.017857142857142856	0	0.017857142857142856	0
chr10_101089669_101089679	0.9622641509433962	0.018867924528301886	0.018867924528301886	0	0
chr10_101089809_101089826	0.96	0.02	0	0	0.02
chr10_101089830_101089872	0.9047619047619048	0.031746031746031744	0.031746031746031744	0	0.031746031746031744
chr10_101090143_101090162	0.8636363636363636	0.07575757575757576	0.06060606060606061	0	0
chr10_101090187_101090207	0.8059701492537313	0.08955223880597014	0.05970149253731343	0.014925373134328358	0.029850746268656716
chr10_101190142_101190229	0.9607843137254902	0.0392156862745098	0	0	0
chr10_101190290_101190326	0.9811320754716981	0.018867924528301886	0	0	0
chr10_101190528_101190597	0.59375	0.40625	0	0	0
chr10_101190703_101190753	1	0	0	0	0
chr10_101190777_101190817	1	0	0	0	0
chr10_101190865_101190891	1	0	0	0	0
chr10_101280220_101280268	0.9107142857142857	0.05357142857142857	0.017857142857142856	0	0.017857142857142856
chr10_101280269_101280310	0.5932203389830508	0.3559322033898305	0.01694915254237288	0.01694915254237288	0.01694915254237288
chr10_101281353_101281390	0	0	0.019230769230769232	0.11538461538461539	0.8653846153846154
chr10_101281859_101281892	0.017543859649122806	0	0	0.12280701754385964	0.8596491228070176
chr10_101282002_101282014	0	0	0	0.02	0.98
chr10_101282029_101282052	0	0	0	0.1	0.9
chr10_101282055_101282077	0	0	0	0.03773584905660377	0.9622641509433962
chr10_101287542_101287573	0.43283582089552236	0.29850746268656714	0.208955223880597	0.04477611940298507	0.014925373134328358
chr10_101291046_101291101	0.9397590361445783	0	0.024096385542168676	0	0.03614457831325301
chr10_101291107_101291145	0.5176470588235295	0.36470588235294116	0.08235294117647059	0	0.03529411764705882
chr10_101294978_101295035	0.9629629629629629	0.018518518518518517	0.018518518518518517	0	0
chr10_101295036_101295049	1	0	0	0	0
chr10_101295051_101295059	0.9811320754716981	0.018867924528301886	0	0	0
chr10_101295349_101295392	0.9545454545454546	0.045454545454545456	0	0	0
chr10_101296718_101296739	0.9666666666666667	0.03333333333333333	0	0	0
chr10_101300500_101300536	0.9696969696969697	0.030303030303030304	0	0	0
chr10_101418986_101419018	1	0	0	0	0
chr10_101419030_101419047	1	0	0	0	0
chr10_101419054_101419078	0.5471698113207547	0.4528301886792453	0	0	0
chr10_101419082_101419126	1	0	0	0	0
chr10_101419129_101419156	1	0	0	0	0
chr10_101491927_101491951	0.36923076923076925	0.6307692307692307	0	0	0
chr10_101491955_101491970	1	0	0	0	0
chr10_101491984_101492002	0.9578947368421052	0.042105263157894736	0	0	0
chr10_101492003_101492014	0.9574468085106383	0.0425531914893617	0	0	0
chr10_101492081_101492099	1	0	0	0	0
chr10_101492133_101492146	1	0	0	0	0
chr10_101492221_101492260	0.7254901960784313	0.2549019607843137	0	0	0.0196078431372549
chr10_101524071_101524104	0	0	0.02666666666666667	0.06666666666666667	0.9066666666666666
chr10_101769283_101769334	0.9714285714285714	0.02857142857142857	0	0	0
chr10_101769444_101769477	1	0	0	0	0
chr10_101769478_101769486	0.9827586206896551	0.017241379310344827	0	0	0
chr10_101769488_101769496	1	0	0	0	0
chr10_101769502_101769525	1	0	0	0	0
chr10_101769916_101769934	1	0	0	0	0
chr10_101769938_101769949	1	0	0	0	0
chr10_101769953_101769972	1	0	0	0	0
