id	0	1	2	3	4
chr10_100027866_100027879	0.8888888888888888	0.018518518518518517	0.05555555555555555	0.037037037037037035	0
chr10_100027919_100027929	0.9649122807017544	0.03508771929824561	0	0	0
chr10_100027962_100027994	1	0	0	0	0
chr10_100027995_100028021	1	0	0	0	0
chr10_100028086_100028094	0.9852941176470589	0	0	0.014705882352941176	0
chr10_100028100_100028129	0.9848484848484849	0.015151515151515152	0	0	0
chr10_100028414_100028452	0.927536231884058	0.057971014492753624	0.014492753623188406	0	0
chr10_100177701_100177779	0	0	0	0.08	0.92
chr10_100184922_100184950	0	0	0	0.10526315789473684	0.8947368421052632
chr10_100185347_100185388	0	0	0	0.058823529411764705	0.9411764705882353
chr10_100227667_100227709	0.9230769230769231	0.07692307692307693	0	0	0
chr10_100227711_100227726	0.9038461538461539	0.09615384615384616	0	0	0
chr10_100227770_100227789	0.9615384615384616	0.038461538461538464	0	0	0
chr10_100992192_100992223	0.8048780487804879	0.17073170731707318	0	0.024390243902439025	0
chr10_100992405_100992440	0.7313432835820896	0.14925373134328357	0.1044776119402985	0.014925373134328358	0
chr10_100992648_100992664	0.8450704225352113	0.09859154929577464	0.028169014084507043	0	0.028169014084507043
chr10_100993520_100993557	0.32075471698113206	0.4528301886792453	0.1320754716981132	0.09433962264150944	0
chr10_100993558_100993590	0.956989247311828	0.043010752688172046	0	0	0
chr10_100994019_100994043	1	0	0	0	0
chr10_100994049_100994066	1	0	0	0	0
chr10_101089100_101089133	0.92	0.06	0	0	0.02
chr10_101089149_101089159	0.8846153846153846	0.057692307692307696	0.019230769230769232	0	0.038461538461538464
chr10_101089161_101089191	0.45098039215686275	0.5294117647058824	0	0	0.0196078431372549
chr10_101089533_101089567	0.9714285714285714	0.02857142857142857	0	0	0
chr10_101089646_101089665	0.9322033898305084	0.06779661016949153	0	0	0
chr10_101089669_101089679	0.9830508474576272	0.01694915254237288	0	0	0
chr10_101089809_101089826	0.9775280898876404	0.011235955056179775	0	0.011235955056179775	0
chr10_101089830_101089872	0.9454545454545454	0.05454545454545454	0	0	0
chr10_101090143_101090162	0.891566265060241	0.04819277108433735	0.024096385542168676	0.012048192771084338	0.024096385542168676
chr10_101090187_101090207	0.8690476190476191	0.08333333333333333	0.011904761904761904	0.011904761904761904	0.023809523809523808
chr10_101190142_101190229	1	0	0	0	0
chr10_101190290_101190326	1	0	0	0	0
chr10_101190528_101190597	0.5	0.5	0	0	0
chr10_101190777_101190817	1	0	0	0	0
